ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,ACSDISABBAS,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,DISABILITY,DISABILITYPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,RSEI_AIR,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,NO2,DWATER
08001008401,Colorado,CO,Adams County,8,5441,5405,3671,1935,1991,2981,5408,1.353248664246296,1.420917296742169,1300,0.238926668,1222,0.226086957,57,0.0191211,646,0.119452663,3,0.001550388,376,0.102424408,222,0.040801323,576,0.105862893,0.219487179,8.510204371584701,73.084119999999999,0.079718005,49.108857034899764,30151.116311033110833,269.000000000000000,0.135107986,0,0.084324417,0.080873141,0.233064392,0.655971327,5.569263507511634,4.196315694419360
08001008402,Colorado,CO,Adams County,8,5531,5531,3364,1669,1823,2909,5512,1.377263665059822,1.074335014435690,1612,0.291448201,1063,0.192189477,97,0.033344792,534,0.096879536,0,0,150,0.044589774,180,0.032543844,510,0.092207557,0.207179487,7.071104098360660,69.193740000000005,0.053485947,3.175271206366197,22887.613829441361304,103.000000000000000,0.056500274,0,0.054268125,0.005118299,0.338122065,0.01243724,4.427325760120517,0
08001008505,Colorado,CO,Adams County,8,6933,6909,4629,2262,2375,3666,6933,1.674028992055573,1.410888724786270,2778,0.400692341,1362,0.197134173,200,0.054555374,842,0.121448147,33,0.014588859,489,0.105638367,417,0.060147122,969,0.139766335,0.209230769,9.643684426229512,76.454859999999982,0.325967707,3376.249186186920724,2428815.356206796132028,293.000000000000000,0.123368421,0.487320346,1.530230670329641,1.733086645883154,6.039677626009843,6730.205464370013033,8.354866806322558,0
08001008506,Colorado,CO,Adams County,8,6298,6140,3925,2885,2930,3417,6140,2.888950239342035,2.787753352704870,2748,0.436328993,3319,0.540553746,114,0.033362599,1004,0.163517915,292,0.101213172,496,0.126369427,221,0.035090505,758,0.120355668,0.254358974,9.634791803278690,76.316109999999981,0.346855384,3145.404322827399483,2369906.579282578546554,81.000000000000000,0.027645051,0.207072633,0.894029649,1.188041168732564,1.627764772598096,6898.176939814504294,8.582899511414045,0
08001008507,Colorado,CO,Adams County,8,6284,6258,4575,2117,2191,3488,6284,1.568701128519076,1.775918814561490,2201,0.350254615,1280,0.204538191,231,0.066227064,1590,0.253023552,90,0.04251299,336,0.073442623,296,0.047103756,1044,0.166136219,0.183589744,9.691972404371580,76.279330000000002,0.296207019,3024.838997680603825,1910932.690120285609737,199.000000000000000,0.090826107,0.256281094,1.430355161322018,1.258531581059200,1.303289073281582,7024.872874269295608,7.988656065687656,0
08001008508,Colorado,CO,Adams County,8,5371,5309,3545,1836,1910,2731,5370,2.002392159762036,1.703461695811587,2127,0.39601564,1599,0.301186664,57,0.020871476,786,0.146368715,9,0.004901961,494,0.139351199,393,0.073170732,801,0.149134239,0.216410256,9.739321038251370,76.222909999999999,0.297627736,2809.662190705109424,1591854.778620593948290,0,0,0.288869066,1.395674864724991,1.332420553312306,2.670858551548672,7523.491741907438154,7.299878077096929,1.000000000000000
08001008524,Colorado,CO,Adams County,8,9338,9338,6022,3029,3029,5435,9338,1.402039006797728,0.887745152,3867,0.414114371,966,0.103448276,222,0.040846366,419,0.044870422,80,0.026411357,341,0.056625706,439,0.047012208,740,0.079246091,0.193846154,9.822041530054641,75.820269999999979,0.245082219,2280.405523902602908,788689.746750375372358,15.000000000000000,0.004952129,0.185650943,0.813924837,0.984160333,0.740252991,9231.732599128208676,6.648098128168013,1.000000000000000
08001008526,Colorado,CO,Adams County,8,7320,7299,4823,2754,2903,4457,7320,1.046935714609244,0.700326836,2271,0.310245902,558,0.076448829,112,0.025129011,515,0.070355191,20,0.007262164,350,0.07256894,455,0.06215847,742,0.10136612,,9.690083879781421,75.887090000000001,0.270682949,2510.803711902783107,1344985.072933296207339,20.000000000000000,0.006889425,0.100047114,0.395440268,1.209880591787657,0.743582366,16966.278741587688273,7.853226625041425,1.000000000000000
08001008533,Colorado,CO,Adams County,8,8176,8057,5667,3153,3232,4796,8057,2.445401789860732,1.864338121458198,4066,0.497309198,2877,0.357080799,201,0.041909925,760,0.094327914,195,0.061845861,668,0.117875419,488,0.059686888,785,0.09601272,0.216410256,9.711971038251370,76.337140000000005,0.298784507,3013.238627267453012,1753055.674461519112810,96.000000000000000,0.02970297,0.463423129,2.160686643445264,1.829547916730434,2.425208253238952,6660.756882765230330,7.539909374116769,0.351284713
08001008534,Colorado,CO,Adams County,8,4814,4814,3084,1491,1491,2781,4814,1.798361616505610,1.134327990682013,2339,0.485874533,810,0.168259244,97,0.03487954,323,0.06709597,10,0.006706908,432,0.140077821,192,0.039883673,479,0.099501454,0.190769231,9.759922131147540,76.201099999999983,0.287524974,2685.671747932320613,1424257.183914958732203,70.000000000000000,0.046948357,0.442034637,1.597134056898442,1.951375993542233,1.490978725209851,6798.957732229330759,6.866858978297829,1.000000000000000
08001008535,Colorado,CO,Adams County,8,4806,4806,3162,1688,1701,2976,4792,1.541783221144287,1.331535387230522,1945,0.404702455,738,0.153558052,86,0.028897849,545,0.113731219,19,0.011255924,454,0.143580013,234,0.048689139,465,0.096754057,0.195897436,9.863670218579241,75.942779999999999,0.306514521,2234.781884870812974,1251012.584232558496296,63.000000000000000,0.037037037,0.666895152,3.116862220676531,3.426487761447483,1.046033340498270,5960.049027053860300,7.395652257328725,0
08001008536,Colorado,CO,Adams County,8,4679,4679,3334,1604,1665,2881,4679,1.431372476519665,0.935962923,2079,0.444325711,415,0.088694165,25,0.008677543,447,0.095533234,0,0,410,0.122975405,224,0.047873477,627,0.134002992,,9.804924863387980,75.256799999999998,0.249482479,1456.508256661612677,543943.728754096198827,0,0,0.349666949,0.847437519,0.948045012,0.375881221,2393.525817058687153,8.225749411036331,
08001008538,Colorado,CO,Adams County,8,11645,11576,7176,3655,3780,6627,11470,1.341199275966621,0.735057359,5166,0.443623873,714,0.061679337,371,0.055983099,877,0.076460331,47,0.012859097,495,0.068979933,1377,0.118248175,615,0.052812366,0.166153846,9.734889890710379,75.353369999999998,0.235726879,1349.388963586492309,444755.821187942870893,35.000000000000000,0.009259259,0.709017708,0.675708356,0.967286847,0.263301879,1273.131863835786362,7.947883776261833,0
08001008540,Colorado,CO,Adams County,8,9387,9387,5984,2935,2985,5711,9387,1.353245736752292,0.948019088,4030,0.429317141,719,0.076595291,529,0.092628261,1311,0.139661234,68,0.023168654,399,0.066677807,540,0.057526366,589,0.062746351,0.154871795,9.905324043715853,75.654520000000005,0.241260976,2067.118054032768214,636787.592982015223242,8.000000000000000,0.002680067,0.233927901,0.926102013,1.036649932349302,0.390595263,8914.842964516346910,6.579893654966317,0.965439583
08001008544,Colorado,CO,Adams County,8,5859,5837,3347,1807,1807,3568,5859,1.360321469507160,0.738978101,2166,0.36968766,733,0.125578208,164,0.045964126,263,0.044888206,53,0.029330382,144,0.043023603,270,0.046082949,324,0.055299539,0.166153846,9.792133060109290,75.851690000000005,0.26154656,2264.549212239987810,834661.396051281015389,0,0,0.072149243,0.518466496,0.709132881,0.247178754,11617.947772222640197,7.246170473725167,1.000000000000000
08001008545,Colorado,CO,Adams County,8,6135,6050,4100,2078,2147,3370,6135,0.987110614,0.68097891,1477,0.240749796,682,0.112727273,129,0.038278932,320,0.052159739,25,0.012030799,262,0.063902439,370,0.060309698,852,0.138875306,0.162051282,9.762226502732240,75.970089999999999,0.273926518,2467.149550465012453,984435.500644968822598,0,0,0.168128966,0.790038091,1.026073123665978,0.496535536,9942.982504624354988,7.003349517858536,1.000000000000000
08001008546,Colorado,CO,Adams County,8,3842,3842,2772,1434,1505,2467,3824,1.592742601085710,0.959818839,1817,0.472930765,444,0.11556481,127,0.05147953,156,0.040794979,46,0.032078103,369,0.133116883,292,0.076002082,309,0.080426861,0.166153846,9.804261202185790,75.977890000000002,0.248142218,2419.346971860676604,921766.849015832762234,19.000000000000000,0.012624585,0.255263843,1.044937684645972,1.229201715986447,0.3189489,8024.446559974822776,6.757601723062202,1.000000000000000
08001008547,Colorado,CO,Adams County,8,3296,3041,2162,1109,1186,1981,3081,1.114965163869762,0.903439945,1134,0.344053398,215,0.070700427,71,0.035840485,136,0.044141512,0,0,118,0.054579093,168,0.050970874,411,0.124696602,0.230769231,9.804019945355190,75.949160000000006,0.258876331,2483.187227967992840,1064775.525354933692142,11.000000000000000,0.009274874,0.278870644,1.140609170845987,1.306495373684088,4.008580307448283,7485.350063531569504,6.596064827021431,1.000000000000000
08001008548,Colorado,CO,Adams County,8,1739,1739,1144,596,614,1052,1739,1.354198649477991,0.87763911,708,0.407130535,164,0.094307073,16,0.015209125,225,0.129384704,14,0.023489933,10,0.008741259,162,0.093156987,132,0.075905693,,9.846250273224040,75.857550000000003,0.238770981,2240.619650000000092,795171.559713231981732,0,0,0.268094371,1.080298126088083,1.159906709594527,0.483976736,7803.750585148913160,6.549699783325195,1.000000000000000
08001008549,Colorado,CO,Adams County,8,4316,4303,2601,1253,1253,2645,4316,1.697684274135666,1.186888547773699,2329,0.539620019,410,0.095282361,91,0.034404537,425,0.098470806,0,0,504,0.193771626,270,0.062557924,399,0.09244671,,9.853130874316941,75.882099999999980,0.250887066,2284.584544002619168,879734.638465550728142,11.000000000000000,0.008778931,0.304569518,1.207465104267844,1.382407592898945,0.942914788,7245.894782238086009,6.491486044123661,1.000000000000000
08001008550,Colorado,CO,Adams County,8,8214,8184,5782,2611,2685,5180,8214,1.526747412624750,0.900504645,3704,0.450937424,922,0.112658847,102,0.01969112,727,0.088507426,119,0.045576408,378,0.065375303,901,0.109690772,905,0.110177745,0.146666667,9.801040437158470,76.088390000000004,0.282128119,2530.879530520495791,1219598.491085469955578,54.000000000000000,0.020111732,0.33320733,1.317564164574534,1.499784509231062,1.767523160063337,7374.074809379590079,6.748880823467598,1.000000000000000
08001008551,Colorado,CO,Adams County,8,1664,1659,1148,559,568,939,1664,1.195936078428634,0.948541001,633,0.380408654,111,0.066907776,31,0.033013845,117,0.0703125,21,0.037567084,103,0.089721254,102,0.061298077,164,0.098557692,,9.857182240437160,75.884209999999982,0.266438855,2222.522102999999788,1051403.975051472429186,61.000000000000000,0.107394366,0.322369995,1.435662723960087,1.735844148338547,0.113272909,9056.268131558199457,6.405668735504150,0
08001008552,Colorado,CO,Adams County,8,4380,4380,3016,1834,1871,2475,4380,1.899023647055419,1.268641314987293,1854,0.423287671,1087,0.248173516,144,0.058181818,431,0.098401826,35,0.019083969,278,0.092175066,466,0.106392694,494,0.112785388,0.187692308,9.889333060109292,75.102999999999980,0.241315635,1442.728431138090855,494477.669487105100416,157.000000000000000,0.083912346,0.139796121,0.509999187,0.62833119,0.612374253,8202.968608278957618,8.587695620581867,0
08001008553,Colorado,CO,Adams County,8,5360,5360,3574,1825,1825,3314,5360,0.958274573,1.033648457980086,1000,0.186567164,785,0.146455224,103,0.031080266,475,0.088619403,56,0.030684932,144,0.04029099,403,0.075186567,789,0.147201493,0.187692308,9.556341256830599,74.365620000000007,0.151996016,793.039472018691868,386162.427436068421230,150.000000000000000,0.082191781,0.127943498,0.571540782,0.588204922,0.108323248,1712.960615890197687,4.795163741019728,0.454431737
08001008554,Colorado,CO,Adams County,8,2756,2756,2097,1034,1034,1403,2756,1.033382493381187,1.102380526539501,821,0.297895501,226,0.082002903,278,0.198146828,555,0.20137881,0,0,84,0.040057225,77,0.027939042,856,0.310595065,0.179487179,9.762428142076500,76.115340000000003,0.27443185,2596.222083000000111,1153569.096278925659135,0,0,0.233646411,0.996313886,1.197623580157915,3.502587665242729,8516.612907792889018,7.163512229919434,1.000000000000000
08001008555,Colorado,CO,Adams County,8,6772,6769,3766,2527,2527,3962,6769,2.461787037444097,1.349583975320219,3420,0.505020673,2410,0.356034865,277,0.069914185,746,0.110208303,0,0,425,0.112851832,563,0.083136444,533,0.078706438,0.179487179,9.698387704918030,76.218810000000005,0.278465961,2743.384133325410403,1576043.682965104002506,53.000000000000000,0.020973486,0.242258122,1.090648603246872,1.238134266364180,3.409383092220481,8102.595068580817497,7.576017384163821,0.71751026
